"country_name","country_code","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013"
"Taiwan","TWN",11371850.0,11779051.0,12200148.0,12630946.0,13070708.0,13515900.0,13917831.0,14271112.0,14617237.0,14957870.0,15292065.0,15617414.0,15993845.0,16243905.0,16551774.0,16860821.0,17171482.0,17482884.0,17793465.0,18100281.0,18400556.0,18692874.0,18976104.0,19249250.0,19551876.0,19761790.0,19995931.0,20211361.0,20404386.0,20586174.0,20770620.0,20952222.0,21125717.0,21293437.0,21455813.0,21612429.0,21764843.0,21913672.0,22057214.0,22194731.0,22333125.0,22469616.0,22593681.0,22703099.0,22796306.0,22874975.0,22942308.0,22998321.0,23044082.0,23083083.0,23143071.0,23234058.0,23330334.0
